speaker_name,title,posted_date,duration,Link,about_speaker,about_talk,views,tags
Ashwin Naidu,The link between fishing cats and mangrove forest conservation,Oct 2019,5:39,https://www.ted.com/talks/ashwin_naidu_the_link_between_fishing_cats_and_mangrove_forest_conservation?language=en,Ashwin Naidu founded the Fishing Cat Conservancy to empower local people in South and Southeast Asia to help fishing cats and their globally critical mangrove habitat.,"Mangrove forests are crucial to the health of the planet, gobbling up CO2 from the atmosphere and providing a home for a diverse array of species. But these rich habitats are under continual threat from deforestation and industry. In an empowering talk, conservationist and TED Fellow Ashwin Naidu shares how community-driven efforts in South and Southeast Asia are working to protect mangroves -- all with a little help from the mysterious and endangered fishing cat.","1,528,439","conservation,sustainability,community"
Jon M. Chu,The pride and power of representation in film,Oct 2019,14:21,https://www.ted.com/talks/jon_m_chu_the_pride_and_power_of_representation_in_film?language=en,"Jon M. Chu makes up stories for a living -- and if the success of his film ""Crazy Rich Asians"" is any indication, those stories are true game-changers.","On the heels of the breakout success of his film ""Crazy Rich Asians,"" director Jon M. Chu reflects on what drives him to create -- and makes a resounding case for the power of connection and on-screen representation.","1,692,777","film,family,movies"
Abhishek Gopalka,How motivation can fix public systems,Oct 2019,14:07,https://www.ted.com/talks/abhishek_gopalka_how_motivation_can_fix_public_systems?language=en,BCG's Abhishek Gopalka advises governments on innovative approaches to deliver better outcomes for citizens.,"How do you fix broken public systems? You spark people's competitive spirit. In a talk about getting people motivated to make change, public sector strategist Abhishek Gopalka discusses how he helped improve the health system of Rajasthan, a state in India home to more than 80 million people, using the powers of transparency and public accountability. ""Motivation doesn't just appear,"" Gopalka says. ""Something needs to change to make you care.""","1,724,209","india,health,health care"
Fabio Pacucci,Hawking's black hole paradox explained,Oct 2019,5:20,https://www.ted.com/talks/fabio_pacucci_hawking_s_black_hole_paradox_explained?language=en,,"Today, one of the biggest paradoxes in the universe threatens to unravel modern science: the black hole information paradox. Every object in the universe is composed of particles with unique quantum properties and even if an object is destroyed, its quantum information is never permanently deleted. But what happens to that information when an object enters a black hole? Fabio Pacucci investigates. [Directed by Artrake Studio, narrated by Addison Anderson, music by WORKPLAYWORK / Cem Misirlioglu].","1,562,070","animation,universe,TED-Ed"
Janelle Shane,The danger of AI is weirder than you think,Oct 2019,10:28,https://www.ted.com/talks/janelle_shane_the_danger_of_ai_is_weirder_than_you_think?language=en,"While moonlighting as a research scientist, Janelle Shane found fame documenting the often hilarious antics of AI algorithms.","The danger of artificial intelligence isn't that it's going to rebel against us, but that it's going to do exactly what we ask it to do, says AI researcher Janelle Shane. Sharing the weird, sometimes alarming antics of AI algorithms as they try to solve human problems -- like creating new ice cream flavors or recognizing cars on the road -- Shane shows why AI doesn't yet measure up to real brains.","435,808","AI,technology,future"
Becca McCharen-Tran,Fashion that celebrates all body types — boldly and unapologetically,Oct 2019,8:29,https://www.ted.com/talks/becca_mccharen_tran_fashion_that_celebrates_all_body_types_boldly_and_unapologetically?language=en,"Becca McCharen-Tran is creating a world where people of all shapes, sizes, gender expressions, ages, ability levels, races and ethnicities are empowered on the runway and beyond.","Fashion designers have the power to change culture -- and Becca McCharen-Tran is using her platform to expand the industry's narrow definition of beauty. Sharing highlights of her work, McCharen-Tran discusses the inspiration behind her norm-shattering designs and shows how she's celebrating beauty in all forms. ""I want the consumer to know that it's not your body that needs to change -- it's the clothes,"" she says.","1,719,530","fashion,design,social change"
TED-Ed,The Maya myth of the morning star,Oct 2019,4:16,https://www.ted.com/talks/ted_ed_the_maya_myth_of_the_morning_star?language=en,,"Chak Ek', the morning star, rose from the underworld to the surface of the eastern sea and on into the heavens. His brother K'in Ahaw, the sun, followed. Though Chak Ek' had risen first, K'in Ahaw outshone him, and the resentful Chak Ek' descended back to the underworld to plot against his brother and his allies. Gabrielle Vail details the Maya myth of the morning star. [Directed by Basa, narrated by Nishat Ruiter, music by Igor Figueroa / Mono]. ","554,339","animation,history,TED-Ed"
James Logan,How we're using dogs to sniff out malaria,Oct 2019,17:40,https://www.ted.com/talks/james_logan_how_we_re_using_dogs_to_sniff_out_malaria?language=en,"Professor James Logan leads an internationally renowned research program at the London School of Hygiene and Tropical Medicine, presents television programs and has a passion for science and natural history.","What if we could diagnose some of the world's deadliest diseases by the smells our bodies give off? In a fascinating talk and live demo, biologist James Logan introduces Freya, a malaria-sniffing dog, to show how we can harness the awesome powers of animal scent to detect chemical signatures associated with infection -- and change the way we diagnose disease.","287,208","TEDx,science,smell"
Joy Wolfram,How nanoparticles could change the way we treat cancer,Oct 2019,10:53,https://www.ted.com/talks/joy_wolfram_how_nanoparticles_could_change_the_way_we_treat_cancer?language=en,Joy Wolfram leads a nanomedicine research lab with the goal of developing innovative nanoparticles that bring the next generation of treatments directly to the clinic.,"Ninety-nine percent of cancer drugs never make it to tumors, getting washed out of the body before they have time to do their job. How can we better deliver life-saving drugs? Cancer researcher Joy Wolfram shares cutting-edge medical research into nanoparticles -- tiny particles that could be used to deliver drugs accurately to tumors -- and explains how they could keep drugs in the body longer to attack malignant cells.","357,085","cancer,medicine,medical research"
Ayana Elizabeth Johnson,A love story for the coral reef crisis,Oct 2019,6:42,https://www.ted.com/talks/ayana_elizabeth_johnson_a_love_story_for_the_coral_reef_crisis?language=en,Ayana Elizabeth Johnson is a marine biologist and policy expert.,"Over the course of hundreds of scuba dives, marine biologist Ayana Elizabeth Johnson fell in love -- with a fish. In this ode to parrotfish, she shares five reasons why these creatures are simply amazing (from their ability to poop white sand to make colorful ""wardrobe changes"") and shows what's at stake -- for us and them -- as climate change threatens the future of coral reefs.","254,340","fish,oceans,sustainability"
